date,service,gare_depart,gare_arrivee,duree_moyenne,nb_train_prevu,nb_annulation,commentaire_annulation,nb_train_depart_retard,retard_moyen_depart,retard_moyen_tous_trains_depart,commentaire_retards_depart,nb_train_retard_arrivee,retard_moyen_arrivee,retard_moyen_tous_trains_arrivee,commentaires_retard_arrivee,nb_train_retard_sup_15,retard_moyen_trains_retard_sup15,nb_train_retard_sup_30,nb_train_retard_sup_60,prct_cause_externe,prct_cause_infra,prct_cause_gestion_trafic,prct_cause_materiel_roulant,prct_cause_gestion_gare,prct_cause_prise_en_charge_voyageurs
2018-02,National,LYON PART DIEU,RENNES,233,86,1,,54,9.607407407,6.213137255,,27,35.2962963,13.10588235,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",27,13.10588235,8,3,34.61538462,19.23076923,30.76923077,11.53846154,3.846153846,0.0
2018-02,National,PARIS MONTPARNASSE,ANGOULEME,126,215,10,,50,14.35666667,3.264390244,,58,35.76436782,11.9001626,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",46,11.9001626,22,7,48.07692308,9.615384615,21.15384615,15.38461538,1.923076923,3.846153846
2018-02,National,POITIERS,PARIS MONTPARNASSE,94,456,38,,207,9.445571659,4.678708134,,129,32.79534884,13.02838915,"Ce mois-ci, l'OD a été touchée par les incidents suivants: 
Le 3 : Avarie à la caténaire à l’entrée de la gare de Paris Montparnasse (46 TGV ; 476mn)
Le 6 : épisode neigeux sur toute la France (187 TGV ; 18980mn ; 23 suppressions)
Le 7 : épisode neigeux sur toute la France (134 TGV ; 6294mn ; 77 suppressions)
Le 8 : épisode neigeux sur toute la France (166 TGV ; 2814mn ; 30 suppressions)
Le 9 : épisode neigeux sur toute la France (151 TGV ; 2830mn ; 15 suppressions)
Le 15 : Incident caténaire à l’entrée de la gare de Paris Montparnasse (78 TGV ; 2349mn ; 15 suppressions)
Le 15 : Dérangement d’installation sur la ligne grande vitesse (22 TGV ; 672mn)
Le 21 : Présences de Chèvres aux abords de la ligne grande vitesse à Marcoussis (15 TGV ; 292mn)
Le 21 : Avarie Matérielle sur la ligne grande vitesse au niveau de St Leger (62 TGV ; 2150mn)
Le 28 : Bâche dans la caténaire à l’entrée de la gare de Paris Montparnasse (28 TGV ; 605mn)",93,13.02838915,46,22,49.49494949,15.15151515,14.14141414,13.13131313,6.060606061,2.02020202
2018-02,National,METZ,PARIS EST,85,275,2,,124,9.513709677,4.350976801,,113,19.01386431,8.521001221,"01/02 : 2881? Retard sur un autre réseau et csq alarme incendie 2827 (35’) + 2827?Alarme incendie (24’) + 2650?Malaise voyageur (6’)
02/02 : 2855 + 2881?Retard sur autre réseau (13’) 
04/02 : 2893? LTV 230 (5’) 
11/02 : 2893? Retard sur autre réseau (27’) + 2654?Non libération de voie  (7’)
12/02 : Retard autre réseau? 2861 (27’) et 2855 (9’) + 2861? bogie isolé (13’) + 2891? malaise voyageur (13’)
13/02 : Retard autre réseau? 2881 (2’), 2855 (49’) et 2853 (7’)
14/02 : 2881?ETCS (14’) +  2855? Erreur gestion (6’) + 2891? Csq 2880 en ETCS (7’) 
15/02 : 2676? LTV 40 (5’)+ 2682? Intervention police (7’)+ 2865? Retard sur autre réseau (8’)+ 2660? Pb circulation (12’)
16/02 : 2891? Retard sur autre réseau (36’) +  Csq alerte radio sur TER?2853 (5’), 2650 (23’), 2855 (11’)  + 2853? Personne sur les voies (16’) + 2650? LTV 160 train balai (6’) + 
17/02 : Csq 2617 en détresse à quai? 2676 (91’), 2861 (11’), 2855 (19’) + 2865? Csq heurt personne (58’) + 2865? Intervention police (6’) + 2855? Retard autre réseau (5’)
18/02 : 2676? Erreur de gestion (14’)
19/02 : Csq accident de personnes? 2891 (5’), 2881 (14’), 2676 (45’) + retard autre réseau? 2881 (4’), 2865 (2’), 2855 (40’)
20/02 : 2650?Pb circulation (12’)
21/02 : Retard autre réseau? 2855, 2881(8’) 
22/02 : 2855 et 2682? LTV 40 + 2891? attente clients (7’)
23/02 : 2863? Retard autre réseau (33’) + 2855 (14’) + 2660 et 2650? Csq accident de personne (20’) + 2891? Csq signal alarme 2833 (16’)
24/02 : 2855? Retard autre réseau (16’)
26/02 : Retard autre réseau? 2861 (37’), 2891 (14’)
27/02 : 2865? Double défaut BTM (34’) + 2869? Attente correspondance Ter (7’)
28/02 : Retard autre réseau? 2869 (13’), 2865 (35’), 2855 (9’) + 2865? A l’arrêt car détection non desserrage (35’) + 2855? Arrêt sup à Meuse (12’)",45,8.521001221,28,2,44.79166667,8.333333333,13.54166667,18.75,10.41666667,4.166666667
2018-02,National,PARIS EST,REIMS,45,198,2,,62,13.14112903,4.098809524,,53,21.69968553,6.272108844,"01/02, 03/02, 04/02 : 2751 et 2765? LTV 40
10/02 : 2777? Arrêt au pk 101 suite perte du cab (9’) + 2759 ? Crochet court (10’)
11/02 : 2743? Liaison courte, réutilisation rame 2358 (9’)
12/02 : 2713, 2733? Pb de pantographe (29’) + 2777? Descente tardive (7’)
13/02 : 2709? VL 40 (7’) et 2 blocs moteurs isolés  (5’)  
16/02 : 2747? Absence ASCT (14’) + 2733 et 2713? Csq personne sur les voies (10’) + 2777? Descente tardive (5’)
17/02 : 2751? VL 230 Neige (12’)
18/02 : 2765? Difficultés fermeture des trappes (5’) + 2747? Réutilisation rame 2672 et crochet court (18’) + 2743? Descente tardive TEE (14’)
19/02 : 2759? Csq accident de personne (25’) + 2713? Attente ASCT (5’) + 2709? Pb horaires billets (5’) 
20/02 : 2785? Réutilisation du 2450 (5’) + Descente tardive TEE (5’) 
21/02 : 2751? VL 40 (5’)
22/02 : 2713? Arrêt supp suite à suppression Ter (9’) + 2751?VL 40 (5’)
23/02 : 2713? VL 40 (5’) + 2747? Descente tardive (23’)
25/02 : 2733 et 2751? Zone en non libération (10’)
26/02 : 2743? Traversée de voies par 3 personnes (6’)
27/02 : 2733? Intervention SUGE (9’) + 2751? VL40 (6’)
28/02 : 2709? Absence de contrôle pour la direction de droite (8’)",27,6.272108844,7,3,57.14285714,2.040816327,8.163265306,18.36734694,14.28571429,0.0
2018-02,National,LILLE,LYON PART DIEU,189,279,4,,142,8.862441315,4.635212121,,44,32.95681818,6.876848485,,42,6.876848485,14,4,39.47368421,15.78947368,15.78947368,23.68421053,5.263157895,0.0
2018-02,National,PARIS NORD,LILLE,68,570,16,,178,15.05702247,4.851233454,,168,28.45922619,9.378309266,"Intempéries exceptionnelles vécues lors de la deuxième semaine, et d’autre part suite à la forte tension du parc Matériel qui perdure.En effet, les mauvaises conditions climatiques survenues tôt dans le mois  ont occasionné une situation de blocage, avec de multiples dérangements d’installations de sécurité. En ce qui concerne Réseau, il s’agit d’une répartition entre les dérangements d’installations de sécurité(rails cassés, incidents passages à niveau, incidents caténaires, le domaine Externe (heurts d’animaux) et les travaux (limitation de vitesse et espacements suite travaux de régénération).",88,9.361411411,47,19,48.7654321,9.259259259,15.43209877,22.22222222,3.703703704,0.617283951
2018-02,National,MARSEILLE ST CHARLES,TOURCOING,302,28,1,,10,6.045,1.929012346,,4,51.5,9.555555556,,4,9.555555556,3,1,0.0,100.0,0.0,0.0,0.0,0.0
2018-02,National,AVIGNON TGV,PARIS LYON,159,477,2,,155,8.984623656,2.756596491,,91,24.94157509,5.520210526,,57,5.520210526,26,3,26.37362637,37.36263736,19.78021978,13.18681319,2.197802198,1.098901099
2018-02,National,LYON PART DIEU,MARSEILLE ST CHARLES,107,498,3,,268,14.70951493,8.077777778,,134,33.18022388,10.24498316,Colis suspect en gare de Lyon Part-Dieu.,107,10.24498316,44,14,39.66942149,11.57024793,20.66115702,18.18181818,5.785123967,4.132231405
2018-02,National,MARSEILLE ST CHARLES,PARIS LYON,202,388,0,,90,7.621481481,1.685524055,,43,33.46317829,5.427276632,,43,5.427276632,19,3,37.20930233,39.53488372,2.325581395,18.60465116,2.325581395,0.0
2018-02,National,MONTPELLIER,LYON PART DIEU,112,259,1,,110,9.671363636,4.248320413,,73,28.45068493,10.74147287,Dérangement du système de détection chute de rochers à Crest.,50,10.74147287,24,8,32.75862069,22.4137931,24.13793103,15.51724138,5.172413793,0.0
2018-02,National,PARIS LYON,DIJON VILLE,99,430,2,,58,13.92528736,1.577725857,,19,39.77807018,2.527180685,,12,2.527180685,8,4,31.57894737,5.263157895,10.52631579,52.63157895,0.0,0.0
2018-02,National,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78,188,0,,16,11.89895833,0.609929078,,43,14.46976744,4.270478723,Demi ferrure sur aiguille cassée entre Vert de Maison et Alforville.,15,4.270478723,3,1,33.33333333,12.5,33.33333333,12.5,8.333333333,0.0
2018-02,National,PARIS LYON,MACON LOCHE,95,205,0,,32,13.15208333,1.866260163,,30,23.73166667,4.487235772,,21,4.487235772,6,0,18.51851852,11.11111111,25.92592593,37.03703704,3.703703704,3.703703704
2018-02,National,PARIS LYON,NICE VILLE,349,182,3,,23,19.76884058,2.229329609,,30,43.19555556,9.031564246,"Décontrôle d’aiguille sur le TGV 6404, à Solers.",30,9.031564246,16,4,42.30769231,19.23076923,19.23076923,15.38461538,3.846153846,0.0
2018-02,National,PARIS LYON,NIMES,177,269,1,,43,16.95581395,2.42300995,,53,26.64245283,5.992537313,,35,5.992537313,19,4,26.92307692,15.38461538,21.15384615,32.69230769,3.846153846,0.0
2018-02,International,FRANCFORT,PARIS EST,217,120,2,,51,10.79477124,4.772316384,,57,45.7245614,23.98728814,,56,23.98728814,30,10,41.50943396,16.98113208,15.09433962,20.75471698,5.660377358,0.0
2018-02,International,LAUSANNE,PARIS LYON,220,128,0,,105,3.964444444,3.317317708,,11,47.39848485,4.809895833,,11,4.809895833,6,4,36.36363636,27.27272727,18.18181818,9.090909091,9.090909091,0.0
2018-02,International,PARIS EST,STUTTGART,187,137,3,,50,14.66033333,5.526741294,,38,36.17192982,13.2960199,,38,13.2960199,16,3,50.0,0.0,11.11111111,30.55555556,8.333333333,0.0
2018-02,International,PARIS LYON,BARCELONA,387,56,0,,10,18.60666667,2.999702381,,12,43.58333333,11.5,,12,11.5,6,2,33.33333333,16.66666667,33.33333333,16.66666667,0.0,0.0
2018-03,National,PARIS MONTPARNASSE,ANGERS SAINT LAUD,90,386,6,,44,9.220833333,0.670438596,,49,23.55,4.425570175,,23,4.425570175,9,4,34.28571429,20.0,17.14285714,20.0,5.714285714,2.857142857
2018-03,National,ANGOULEME,PARIS MONTPARNASSE,125,273,13,,129,5.991085271,3.066666667,,44,25.2280303,6.447115385,,23,6.447115385,11,3,25.0,42.5,7.5,15.0,10.0,0.0
2018-03,National,BORDEAUX ST JEAN,PARIS MONTPARNASSE,141,878,35,,303,10.59625963,3.69371293,,135,28.64111111,6.19849743,,88,6.19849743,38,12,31.19266055,32.11009174,8.256880734,22.01834862,4.587155963,1.834862385
2018-03,National,BREST,PARIS MONTPARNASSE,224,266,6,,3,2.0,0.023076923,,11,31.19242424,3.705769231,,11,3.705769231,4,1,55.55555556,22.22222222,0.0,22.22222222,0.0,0.0
2018-03,National,PARIS MONTPARNASSE,NANTES,124,512,13,,61,8.246721311,0.691850367,,50,26.419,3.593987976,,29,3.593987976,11,4,32.55813953,27.90697674,16.27906977,20.93023256,2.325581395,0.0
2018-03,National,PARIS MONTPARNASSE,POITIERS,93,507,14,,72,7.071990741,0.696450304,,56,16.84613095,3.224036511,,30,3.224036511,9,2,35.8974359,25.64102564,12.82051282,25.64102564,0.0,0.0
2018-03,National,PARIS MONTPARNASSE,TOULOUSE MATABIAU,257,179,4,,41,8.367479675,1.762761905,,20,27.9525,4.24752381,,20,4.24752381,5,1,45.0,35.0,0.0,20.0,0.0,0.0
2018-03,National,TOURS,PARIS MONTPARNASSE,75,194,5,,22,6.038636364,0.667901235,,32,20.73697917,4.074162257,,13,4.074162257,5,1,26.08695652,30.43478261,13.04347826,26.08695652,4.347826087,0.0
2018-03,National,VANNES,PARIS MONTPARNASSE,155,282,7,,141,2.432624113,1.243636364,,29,20.31724138,4.102181818,,14,4.102181818,3,1,38.46153846,34.61538462,3.846153846,15.38461538,3.846153846,3.846153846
2018-03,National,LYON PART DIEU,RENNES,233,97,1,,63,8.685185185,5.788368056,,18,42.88888889,9.802083333,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
le 1er : une limitation de la vitesse des trains sur les lignes à grande vitesse Atlantique  (28 TGV pour un total de 605 minutes) et Sud-Est suite aux conditions climatiques (7 TGV pour 136 minutes) ;
le 6 : dérangement des installations sur la ligne à grande vitesse Atlantique (23 TGV pour un total de 461 minutes)
le 18 : un souterrain inondé au niveau de Chemin d'Antony - en région parisienne - impacte les installations (7 TGV pour 93' perdues) ;
le 20 : un accident de personne sur la ligne à grande vitesse Atlantique (47 TGV retardés pour 3028 minutes) ;
le 27 : un dérangement des installations à Massy - en région parisienne - (34 TGV retardés pour 736 minutes) ;
le 30 : heurt d'un animal par un train sur la ligne à grande vitesse Sud-Est (près de Lyon (25 TGV retardés pour 1132 minutes).",18,9.802083333,8,5,23.52941176,11.76470588,5.882352941,58.82352941,0.0,0.0
2018-03,National,DOUAI,PARIS NORD,77,212,8,,27,4.628395062,0.841911765,,63,17.11031746,6.294035948,"En ce qui concerne Réseau, le défaut de géométrie de la voie constaté à Pierrefitte a perturbé fortement le plan de transport à partir du 23 mars, un défaut suite à une zone boueuse découverte, avec des retards de cinq minutes au maximum  pour un volet de deux à vingt-cinq trains par jour, une situation qui perdure aujourd’hui. Pour les autres dérangements, il s’agit de l’incident de Beuvraignes le 19 (zone au rouge), l’arrachement caténaire de Goussainville le 10, et le dérangement électrique de Roissy le 15 avec un nid de pies dans la caténaire (26 trains pour 1096 minutes). 
Le train 758101 du 26 mars à Pierrefitte arrêté sous la section de séparation(zone non alimentée en courant) est l’évènement marquant du secteur « Autres EF » et du mois , il a concerné 48 trains Voyages pour 3854 minutes perdues, et  en totalité  213 trains pour 11187 minutes. Le sectionneur incriminé a été réparé depuis…",13,6.294035948,6,3,3.773584906,39.62264151,47.16981132,3.773584906,5.660377358,0.0
2018-03,National,PARIS NORD,LILLE,67,637,25,,135,16.28975309,3.58496732,,130,24.38089744,5.750245098,"En ce qui concerne Réseau, le défaut de géométrie de la voie constaté à Pierrefitte a perturbé fortement le plan de transport à partir du 23 mars, un défaut suite à une zone boueuse découverte, avec des retards de cinq minutes au maximum  pour un volet de deux à vingt-cinq trains par jour, une situation qui perdure aujourd’hui. Pour les autres dérangements, il s’agit de l’incident de Beuvraignes le 19 (zone au rouge), l’arrachement caténaire de Goussainville le 10, et le dérangement électrique de Roissy le 15 avec un nid de pies dans la caténaire (26 trains pour 1096 minutes). 
Le train 758101 du 26 mars à Pierrefitte arrêté sous la section de séparation(zone non alimentée en courant) est l’évènement marquant du secteur « Autres EF » et du mois , il a concerné 48 trains Voyages pour 3854 minutes perdues, et  en totalité  213 trains pour 11187 minutes. Le sectionneur incriminé a été réparé depuis…",54,5.750245098,26,9,21.42857143,22.22222222,25.3968254,23.01587302,7.142857143,0.793650794
2018-03,National,MARSEILLE ST CHARLES,LILLE,309,189,5,,40,7.52125,1.660144928,,38,37.93991228,10.44365942,"En ce qui concerne Réseau, le défaut de géométrie de la voie constaté à Pierrefitte a perturbé fortement le plan de transport à partir du 23 mars, un défaut suite à une zone boueuse découverte, avec des retards de cinq minutes au maximum  pour un volet de deux à vingt-cinq trains par jour, une situation qui perdure aujourd’hui. Pour les autres dérangements, il s’agit de l’incident de Beuvraignes le 19 (zone au rouge), l’arrachement caténaire de Goussainville le 10, et le dérangement électrique de Roissy le 15 avec un nid de pies dans la caténaire (26 trains pour 1096 minutes). 
Le train 758101 du 26 mars à Pierrefitte arrêté sous la section de séparation(zone non alimentée en courant) est l’évènement marquant du secteur « Autres EF » et du mois , il a concerné 48 trains Voyages pour 3854 minutes perdues, et  en totalité  213 trains pour 11187 minutes. Le sectionneur incriminé a été réparé depuis…",38,10.44365942,18,9,18.91891892,13.51351351,18.91891892,37.83783784,8.108108108,2.702702703
2018-03,National,BORDEAUX ST JEAN,PARIS VAUGIRARD,144,60,0,,11,9.259090909,1.698888889,,4,66.22083333,3.420277778,"13/03: Divagation de bestiaux : Collision poste 58==> 182 minutes perdues
17/03: Attente/absence matériel roulant==> 49 Minutes perdues
18/03 : Soin matériel roulant au 7656 ==> 25 minutes de perdues",3,3.420277778,2,2,0.0,50.0,50.0,0.0,0.0,0.0
2018-03,National,RENNES,PARIS VAUGIRARD,111,31,0,,4,16.0,2.064516129,,1,56.0,2.370967742,,1,2.370967742,1,0,100.0,0.0,0.0,0.0,0.0,0.0
2018-03,National,MARNE LA VALLEE,LYON PART DIEU,109,361,13,,264,14.10656566,10.76532567,,66,43.5770202,8.888122605,"La commande disjoncteur est HS sur le TGV 6104, à Solers.",57,8.888122605,31,17,20.0,12.0,14.0,36.0,14.0,4.0
2018-03,National,ANNECY,PARIS LYON,224,200,4,,23,10.47826087,1.232142857,,39,27.9534188,6.975340136,,39,6.975340136,9,3,27.27272727,27.27272727,15.15151515,21.21212121,9.090909091,0.0
2018-03,National,AVIGNON TGV,PARIS LYON,159,529,13,,150,10.53266667,2.875839793,,83,26.68935743,4.438662791,,58,4.438662791,21,4,25.0,16.25,30.0,23.75,2.5,2.5
2018-03,National,PARIS LYON,CHAMBERY CHALLES LES EAUX,187,271,3,,44,15.30909091,2.233955224,,40,35.42041667,6.029228856,,33,6.029228856,18,5,13.15789474,10.52631579,39.47368421,34.21052632,2.631578947,0.0
2018-03,National,CHAMBERY CHALLES LES EAUX,PARIS LYON,187,306,4,,178,12.2414794,7.166501104,,77,26.52337662,7.250220751,Chute de neige générant des décontrôles d’aiguilles vers Chambéry.,65,7.250220751,17,6,15.27777778,23.61111111,29.16666667,18.05555556,12.5,1.388888889
2018-03,National,PARIS LYON,DIJON VILLE,98,443,11,,63,12.32619048,1.480169753,,28,27.47797619,1.552430556,,20,1.552430556,12,1,22.72727273,4.545454545,9.090909091,50.0,9.090909091,4.545454545
2018-03,National,DIJON VILLE,PARIS LYON,100,451,8,,262,9.218638677,5.545221971,,45,36.38962963,3.589917231,,33,3.589917231,18,8,38.63636364,15.90909091,22.72727273,18.18181818,2.272727273,2.272727273
2018-03,National,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78,208,0,,15,15.07111111,0.699519231,,34,13.97254902,3.371474359,,10,3.371474359,5,0,33.33333333,4.761904762,33.33333333,23.80952381,4.761904762,0.0
2018-03,National,PARIS LYON,LYON PART DIEU,119,646,15,,53,12.35974843,0.624432118,,38,27.12850877,1.390676175,,29,1.390676175,14,1,41.66666667,16.66666667,8.333333333,27.77777778,5.555555556,0.0
2018-03,National,MONTPELLIER,PARIS LYON,206,340,8,,120,14.78277778,5.398694779,,40,50.62458333,5.9687751,Accident de personne voie 1bis en sortie de Paris-Gare-de-Lyon.,40,5.9687751,23,8,62.85714286,14.28571429,8.571428571,11.42857143,0.0,2.857142857
2018-03,National,PERPIGNAN,PARIS LYON,305,163,1,,63,8.189417989,3.216769547,,23,59.96304348,8.470884774,Accident de personne voie 1bis en sortie de Paris-Gare-de-Lyon.,23,8.470884774,14,7,57.14285714,14.28571429,14.28571429,14.28571429,0.0,0.0
2018-03,National,MARSEILLE ST CHARLES,LYON PART DIEU,106,566,18,,140,8.489404762,2.196259124,,72,26.06134259,5.316119221,,47,5.316119221,17,6,19.40298507,10.44776119,22.3880597,32.8358209,5.970149254,8.955223881
2018-03,National,LYON PART DIEU,MONTPELLIER,112,305,11,,167,14.39021956,8.298922902,,55,43.54030303,8.236678005,,49,8.236678005,23,13,25.0,25.0,18.75,22.91666667,6.25,2.083333333
2018-03,International,ITALIE,PARIS LYON,452,94,1,,80,4.3375,3.801075269,,20,26.58916667,8.083154122,,20,8.083154122,5,1,10.0,30.0,25.0,30.0,0.0,5.0
2018-03,International,ZURICH,PARIS LYON,247,138,1,,69,2.909661836,1.863868613,,8,55.46458333,1.560340633,,8,1.560340633,5,4,37.5,12.5,25.0,0.0,25.0,0.0
2018-03,International,MARSEILLE ST CHARLES,MADRID,464,31,1,,8,2.222916667,0.743888889,,1,190.0,4.266666667,,1,4.266666667,1,1,0.0,0.0,0.0,0.0,0.0,0.0
2018-03,International,PARIS LYON,BARCELONA,387,61,0,,20,12.05916667,3.607923497,,13,55.30769231,14.32786885,,13,14.32786885,9,5,38.46153846,23.07692308,15.38461538,23.07692308,0.0,0.0
2018-03,National,PARIS MONTPARNASSE,LAVAL,84,218,4,,33,10.30959596,1.294937695,,31,18.99462366,3.931853583,,13,3.931853583,5,2,25.0,20.0,10.0,30.0,5.0,10.0
2018-03,National,PARIS MONTPARNASSE,LE MANS,54,444,7,,57,9.247660819,0.850915332,,49,24.71904762,3.144927536,,23,3.144927536,9,4,28.125,25.0,18.75,21.875,3.125,3.125
2018-03,National,PARIS MONTPARNASSE,QUIMPER,220,265,5,,40,11.23625,1.322435897,,19,57.36842105,5.469230769,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
le 1er : une limitation de la vitesse des trains sur la ligne à grande vitesse suite aux conditions climatiques (28 TGV pour un total de 605 minutes) ; 
le 6 : un dérangement des installations sur la ligne à grande vitesse Atlantique (23 TGV pour un total de 461 minutes) ;
le 15 : un problème technique sur une rame sortant du chantier de Montrouge perturbe les entrées/sorties en gare de Paris Montparnasse (25 TGV retardés pour un total de 536 minutes);le 20 : accident de personne sur la ligne à grande vitesse Atlantique (47 TGV retardés pour 3028 minutes) ;
le 20 : un accident de personne sur la ligne à grande vitesse Atlantique (47 TGV retardés pour 3028 minutes) ; 
le 27 : un dérangement des installations à Massy - en région parisienne - (34 TGV retardés pour 736 minutes)",19,5.469230769,14,6,22.22222222,27.77777778,16.66666667,33.33333333,0.0,0.0
2018-03,National,TOULOUSE MATABIAU,PARIS MONTPARNASSE,257,183,4,,17,4.467647059,0.129422719,,29,37.90229885,8.020670391,,29,8.020670391,12,5,37.5,25.0,12.5,25.0,0.0,0.0
2018-03,National,PARIS MONTPARNASSE,TOURS,72,191,8,,28,6.745238095,0.659198543,,38,20.23947368,5.399362477,,12,5.399362477,4,3,32.0,20.0,32.0,16.0,0.0,0.0
2018-03,National,RENNES,LYON PART DIEU,234,93,0,,21,3.997619048,0.902688172,,5,57.18333333,2.076344086,"Ce mois-ci, l'OD a été touchée par les incidents suivants :
le 1er : une limitation de la vitesse des trains sur les lignes à grande vitesse Atlantique  (28 TGV pour un total de 605 minutes) et Sud-Est suite aux conditions climatiques (7 TGV pour 136 minutes) ;
le 6 : un dérangement des installations sur la ligne à grande vitesse Atlantique (23 TGV pour un total de 461 minutes)
le 18 : un souterrain inondé au niveau de Chemin d'Antony - en région parisienne - impacte les installations (7 TGV pour 93' perdues) ;
le 20 : un accident de personne sur la ligne à grande vitesse Atlantique (47 TGV retardés pour 3028 minutes) ;
le 27 : un dérangement des installations à Massy - en région parisienne - (34 TGV retardés pour 736 minutes) ;
le 30 : heurt d'un animal par un train sur la ligne à grande vitesse Sud-Est (près de Lyon (25 TGV retardés pour 1132 minutes).",5,2.076344086,3,2,33.33333333,0.0,33.33333333,33.33333333,0.0,0.0
2018-03,National,PARIS EST,METZ,84,311,13,,68,13.03137255,2.922651007,,46,21.56956522,3.574161074,,28,3.574161074,7,3,38.0952381,0.0,7.142857143,40.47619048,11.9047619,2.380952381
2018-03,National,PARIS EST,NANCY,94,300,13,,61,8.940983607,1.875958188,,31,31.68709677,4.562020906,,30,4.562020906,9,2,46.66666667,13.33333333,20.0,20.0,0.0,0.0
2018-03,National,REIMS,PARIS EST,46,221,5,,42,5.412698413,1.156018519,,36,10.88009259,2.482638889,,9,2.482638889,0,0,30.76923077,23.07692308,26.92307692,7.692307692,3.846153846,7.692307692
2018-03,National,PARIS NORD,DUNKERQUE,120,285,14,,65,18.20615385,4.234378844,,39,41.28205128,6.697416974,,28,6.697416974,19,7,30.76923077,17.94871795,15.38461538,33.33333333,2.564102564,0.0
2018-03,National,DUNKERQUE,PARIS NORD,116,255,9,,14,9.142857143,0.520325203,,46,27.19963768,7.155081301,,22,7.155081301,10,4,15.38461538,28.20512821,41.02564103,7.692307692,7.692307692,0.0
2018-03,National,LILLE,LYON PART DIEU,190,308,11,,154,12.84231602,6.704040404,,56,45.35505952,9.245454545,,52,9.245454545,28,15,19.51219512,12.19512195,12.19512195,39.02439024,17.07317073,0.0
2018-03,National,PARIS VAUGIRARD,NANTES,140,58,0,,8,6.13125,0.348850575,,5,21.38333333,2.597701149,,2,2.597701149,2,0,20.0,20.0,60.0,0.0,0.0,0.0
2018-03,National,PARIS VAUGIRARD,RENNES,122,29,0,,6,8.263888889,1.282758621,,2,12.0,0.655172414,,0,0.655172414,0,0,0.0,0.0,50.0,50.0,0.0,0.0
2018-03,National,MARSEILLE ST CHARLES,MARNE LA VALLEE,214,313,5,,67,8.336318408,1.719209957,,38,37.54912281,5.281385281,,38,5.281385281,19,8,25.0,16.66666667,11.11111111,36.11111111,8.333333333,2.777777778
2018-03,National,AIX EN PROVENCE TGV,PARIS LYON,188,396,8,,148,7.855518018,3.069974227,,39,32.43589744,4.288187285,,39,4.288187285,14,3,33.33333333,16.66666667,11.11111111,30.55555556,5.555555556,2.777777778
2018-03,National,PARIS LYON,ANNECY,226,196,5,,30,17.57333333,2.579842932,,32,41.171875,9.188481675,Accident de personne voie 1bis en sortie de Paris-Gare-de-Lyon.,32,9.188481675,11,5,20.68965517,24.13793103,31.03448276,24.13793103,0.0,0.0
2018-03,National,BESANCON FRANCHE COMTE TGV,PARIS LYON,131,203,5,,49,10.30102041,2.219444444,,19,37.9254386,4.106565657,,13,4.106565657,8,3,42.10526316,21.05263158,5.263157895,21.05263158,5.263157895,5.263157895
2018-03,National,PARIS LYON,GRENOBLE,181,259,5,,41,14.1300813,2.050524934,,37,35.75675676,7.994094488,,38,7.994094488,21,5,25.71428571,14.28571429,28.57142857,25.71428571,5.714285714,0.0
